address,latitude,longitude
"부산광역시 부산진구 엄광로 215, (가야동)",0,0
"부산광역시 부산진구 복지로13번길 20 (개금동, 현진아트빌) 현진아트빌",0,0
"부산광역시 부산진구 백양관문로77번길 51 (개금동, 동원화인패밀리타운) 116호 1층",0,0
"부산광역시 부산진구 개금본동로9번길 77 (개금동, 우진아파트) 1층 상가동 101호",0,0
"부산광역시 부산진구 개금온정로 6, (개금동)",0,0
부산광역시 부산진구 개금동 451-12번지,0,0
"부산광역시 부산진구 복지로13번길 20 (개금동, 현진아트빌) 현진아트빌",0,0
부산광역시 부산진구 백양대로208번길 23 (개금동),0,0
"부산광역시 부산진구 냉정로 161, (개금동)",0,0
"부산광역시 부산진구 백양대로300번길 20, (개금동, 신개금엘지2단지아파트)",0,0
"부산광역시 부산진구 백양순환로 30, (당감동) 1층 1동 1호",0,0
"부산광역시 부산진구 당감로17번길 90, (당감동) 1층",0,0
부산광역시 부산진구 백양관문로 106 (당감동),0,0
부산광역시 부산진구 당감로 63 (당감동),0,0
"부산광역시 부산진구 가야대로 715, (당감동)",0,0
"부산광역시 부산진구 백양순환로 30, (당감동) 1층 1동 1호",0,0
"부산광역시 부산진구 백양대로136번길 41, (당감동)",0,0
부산광역시 부산진구 가야대로679번길 146 (당감동),0,0
부산광역시 부산진구 범전동 386-64번지,0,0
"부산광역시 부산진구 새싹로 82-3, (범전동) 1층 1동 1호",0,0
부산광역시 부산진구 중앙대로 821 (범전동),0,0
부산광역시 부산진구 범천로 22 범내골역한라비발디STUDIO422 (범천동) 범내골역한라비발디STUDIO422,0,0
"부산광역시 부산진구 황령대로 1, (범천동) 1층 1동 1호",0,0
"부산광역시 부산진구 범일로192번길 54, (범천동, 대원상가)",0,0
"부산광역시 부산진구 범일로192번길 41, 101호 (범천동, 맨해튼줌시티) 1층",0,0
"부산광역시 부산진구 중앙대로 584, (범천동, 서면베르빌) 1층 311호",0,0
부산광역시 부산진구 범천로 22 범내골역한라비발디STUDIO422 (범천동) 범내골역한라비발디STUDIO422,0,0
"부산광역시 부산진구 자유평화로37번길 33, (범천동)",0,0
"부산광역시 부산진구 중앙대로 621, (범천동) 1층",0,0
"부산광역시 부산진구 범일로 166, (범천동)",0,0
부산광역시 부산진구 범일로131번길 56 (범천동) 1층,0,0
"부산광역시 부산진구 신암로 69-1, (범천동)",0,0
"부산광역시 부산진구 중앙대로 633, (범천동)",0,0
"부산광역시 부산진구 황령대로 13, 한라시그마 (범천동) 1층 1동 103, 104호",0,0
부산광역시 부산진구 동평로 113 (부암동),0,0
부산광역시 부산진구 백양산로53번길 24 백양산한가족 (부암동) 백양산한가족,0,0
"부산광역시 부산진구 시민공원로 11, (부암동, 쌍용스윗닷홈스카이) 1층 1동 102~105호",0,0
"부산광역시 부산진구 신천대로 204, (부암동)",0,0
"부산광역시 부산진구 당감로 89, (부암동, 화승) 1층 A동 1호",0,0
부산광역시 부산진구 동평로 113 (부암동),0,0
부산광역시 부산진구 새싹로 99 서면지원더뷰파크,0,0
"부산광역시 부산진구 시민공원로19번길 65, (부암동, 타워베르빌) 1층 1동 103호",0,0
"부산광역시 부산진구 중앙대로 786, 부전지하철역내 (부전동)",0,0
"부산광역시 부산진구 부전로111번길 14, (부전동)",0,0
"부산광역시 부산진구 새싹로 14, (부전동)",0,0
부산광역시 부산진구 중앙대로 797 (부전동,0,0
부산광역시 부산진구 새싹로8번길 26 (부전동),0,0
"부산광역시 부산진구 중앙대로 786, 부전지하철역내 (부전동)",0,0
"부산광역시 부산진구 중앙대로691번가길 23-1, 소토촌 (부전동)",0,0
"부산광역시 부산진구 중앙대로680번가길 18, (부전동) 1층",0,0
"부산광역시 부산진구 신천대로62번길 2, 102호 1층",0,0
부산광역시 부산진구 서면문화로 6 (부전동),0,0
"부산광역시 부산진구 양정로 62, (양정동) 1층",0,0
"부산광역시 부산진구 중앙대로 990, (양정동) 1층",0,0
"부산광역시 부산진구 양지로 6-1, (양정동)",0,0
"부산광역시 부산진구 거제대로36번길 27, 목화빌딩 (양정동)",0,0
"부산광역시 부산진구 중앙대로970번길 31, (양정동) 1층",0,0
"부산광역시 부산진구 양정로 62, (양정동) 1층",0,0
